5970	TTTKK			16656623
5969	TTTQQ			11692487
5968	TTTJJ			10232447
5967	TTT99			4392287
5966	TTT88			3516263
5965	TTT77			2056223
5964	TTT66			1472207
5963	TTT55			596183
5962	TTT44			304175
5961	TTT33			109503
5960	TTT22			48668
5959	999AA			11529979
5958	999KK			9389971
5957	999QQ			6591499
5956	999JJ			5768419
5955	999TT			3628411
5954	99988			1982251
5953	99977			1159171
5952	99966			829939
5951	99955			336091
5950	99944			171475
5949	99933			61731
5948	99922			27436
5947	888AA			8258753
5946	888KK			6725897
5945	888QQ			4721393
5944	888JJ			4131833
5943	888TT			2598977
5942	88899			1773593
5941	88877			830297
5940	88866			594473
5939	88855			240737
5938	88844			122825
5937	88833			44217
5936	88822			19652
5935	777AA			3693157
5934	777KK			3007693
5933	777QQ			2111317
5932	777JJ			1847677
5931	777TT			1162213
5930	77799			793117
5929	77788			634933
5928	77766			265837
5927	77755			107653
5926	77744			54925
5925	77733			19773
5924	77722			8788
5923	666AA			2237411
5922	666KK			1822139
5921	666QQ			1279091
5920	666JJ			1119371
5919	666TT			704099
5918	66699			480491
5917	66688			384659
5916	66677			224939
5915	66655			65219
5914	66644			33275
5913	66633			11979
5912	66622			5324
5911	555AA			576583
5910	555KK			469567
5909	555QQ			329623
5908	555JJ			288463
5907	555TT			181447
5906	55599			123823
5905	55588			99127
5904	55577			57967
5903	55566			41503
5902	55544			8575
5901	55533			3087
5900	55522			1372
5899	444AA			210125
5898	444KK			171125
5897	444QQ			120125
5896	444JJ			105125
5895	444TT			66125
5894	44499			45125
5893	44488			36125
5892	44477			21125
5891	44466			15125
5890	44455			6125
5889	44433			1125
5888	44422			500
5887	333AA			45387
5886	333KK			36963
5885	333QQ			25947
5884	333JJ			22707
5883	333TT			14283
5882	33399			9747
5881	33388			7803
5880	33377			4563
5879	33366			3267
5878	33355			1323
5877	33344			675
5876	33322			108
5875	222AA			13448
5874	222KK			10952
5873	222QQ			7688
5872	222JJ			6728
5871	222TT			4232
5870	22299			2888
5869	22288			2312
5868	22277			1352
5867	22266			968
5866	22255			392
5865	22244			200
5864	22233			72
5863	AKQJT			31367009
5862	KQJT9			14535931
5861	QJT98			6678671
5860	JT987			2800733
5859	T9876			1062347
5858	98765			323323
5857	87654			85085
5856	76543			15015
5855	65432			2310
5854	5432A			8610
5853	AAAKQ			79052387
5852	AAAKJ			73952233
5851	AAAKT			58651771
5850	AAAK9			48451463
5849	AAAK8			43351309
5848	AAAK7			33151001
5847	AAAK6			28050847
5846	AAAK5			17850539
5845	AAAK4			12750385
5844	AAAK3			7650231
5843	AAAK2			5100154
5842	AAAQJ			61959979
5841	AAAQT			49140673
5840	AAAQ9			40594469
5839	AAAQ8			36321367
5838	AAAQ7			27775163
5837	AAAQ6			23502061
5836	AAAQ5			14955857
5835	AAAQ4			10682755
5834	AAAQ3			6409653
5833	AAAQ2			4273102
5832	AAAJT			45970307
5831	AAAJ9			37975471
5830	AAAJ8			33978053
5829	AAAJ7			25983217
5828	AAAJ6			21985799
5827	AAAJ5			13990963
5826	AAAJ4			9993545
5825	AAAJ3			5996127
5824	AAAJ2			3997418
5823	AAAT9			30118477
5822	AAAT8			26948111
5821	AAAT7			20607379
5820	AAAT6			17437013
5819	AAAT5			11096281
5818	AAAT4			7925915
5817	AAAT3			4755549
5816	AAAT2			3170366
5815	AAA98			22261483
5814	AAA97			17023487
5813	AAA96			14404489
5812	AAA95			9166493
5811	AAA94			6547495
5810	AAA93			3928497
5809	AAA92			2618998
5808	AAA87			15231541
5807	AAA86			12888227
5806	AAA85			8201599
5805	AAA84			5858285
5804	AAA83			3514971
5803	AAA82			2343314
5802	AAA76			9855703
5801	AAA75			6271811
5800	AAA74			4479865
5799	AAA73			2687919
5798	AAA72			1791946
5797	AAA65			5306917
5796	AAA64			3790655
5795	AAA63			2274393
5794	AAA62			1516262
5793	AAA54			2412235
5792	AAA53			1447341
5791	AAA52			964894
5790	AAA43			1033815
5789	AAA42			689210
5788	AAA32			413526
5787	KKKAQ			64379963
5786	KKKAJ			60226417
5785	KKKAT			47765779
5784	KKKA9			39458687
5783	KKKA8			35305141
5782	KKKA7			26998049
5781	KKKA6			22844503
5780	KKKA5			14537411
5779	KKKA4			10383865
5778	KKKA3			6230319
5777	KKKA2			4153546
5776	KKKQJ			45537047
5775	KKKQT			36115589
5774	KKKQ9			29834617
5773	KKKQ8			26694131
5772	KKKQ7			20413159
5771	KKKQ6			17272673
5770	KKKQ5			10991701
5769	KKKQ4			7851215
5768	KKKQ3			4710729
5767	KKKQ2			3140486
5766	KKKJT			33785551
5765	KKKJ9			27909803
5764	KKKJ8			24971929
5763	KKKJ7			19096181
5762	KKKJ6			16158307
5761	KKKJ5			10282559
5760	KKKJ4			7344685
5759	KKKJ3			4406811
5758	KKKJ2			2937874
5757	KKKT9			22135361
5756	KKKT8			19805323
5755	KKKT7			15145247
5754	KKKT6			12815209
5753	KKKT5			8155133
5752	KKKT4			5825095
5751	KKKT3			3495057
5750	KKKT2			2330038
5749	KKK98			16360919
5748	KKK97			12511291
5747	KKK96			10586477
5746	KKK95			6736849
5745	KKK94			4812035
5744	KKK93			2887221
5743	KKK92			1924814
5742	KKK87			11194313
5741	KKK86			9472111
5740	KKK85			6027707
5739	KKK84			4305505
5738	KKK83			2583303
5737	KKK82			1722202
5736	KKK76			7243379
5735	KKK75			4609423
5734	KKK74			3292445
5733	KKK73			1975467
5732	KKK72			1316978
5731	KKK65			3900281
5730	KKK64			2785915
5729	KKK63			1671549
5728	KKK62			1114366
5727	KKK54			1772855
5726	KKK53			1063713
5725	KKK52			709142
5724	KKK43			759795
5723	KKK42			506530
5722	KKK32			303918
5721	QQQAK			45192947
5720	QQQAJ			35421499
5719	QQQAT			28092913
5718	QQQA9			23207189
5717	QQQA8			20764327
5716	QQQA7			15878603
5715	QQQA6			13435741
5714	QQQA5			8550017
5713	QQQA4			6107155
5712	QQQA3			3664293
5711	QQQA2			2442862
5710	QQQKJ			31965743
5709	QQQKT			25352141
5708	QQQK9			20943073
5707	QQQK8			18738539
5706	QQQK7			14329471
5705	QQQK6			12124937
5704	QQQK5			7715869
5703	QQQK4			5511335
5702	QQQK3			3306801
5701	QQQK2			2204534
5700	QQQJT			19870597
5699	QQQJ9			16414841
5698	QQQJ8			14686963
5697	QQQJ7			11231207
5696	QQQJ6			9503329
5695	QQQJ5			6047573
5694	QQQJ4			4319695
5693	QQQJ3			2591817
5692	QQQJ2			1727878
5691	QQQT9			13018667
5690	QQQT8			11648281
5689	QQQT7			8907509
5688	QQQT6			7537123
5687	QQQT5			4796351
5686	QQQT4			3425965
5685	QQQT3			2055579
5684	QQQT2			1370386
5683	QQQ98			9622493
5682	QQQ97			7358377
5681	QQQ96			6226319
5680	QQQ95			3962203
5679	QQQ94			2830145
5678	QQQ93			1698087
5677	QQQ92			1132058
5676	QQQ87			6583811
5675	QQQ86			5570917
5674	QQQ85			3545129
5673	QQQ84			2532235
5672	QQQ83			1519341
5671	QQQ82			1012894
5670	QQQ76			4260113
5669	QQQ75			2710981
5668	QQQ74			1936415
5667	QQQ73			1161849
5666	QQQ72			774566
5665	QQQ65			2293907
5664	QQQ64			1638505
5663	QQQ63			983103
5662	QQQ62			655402
5661	QQQ54			1042685
5660	QQQ53			625611
5659	QQQ52			417074
5658	QQQ43			446865
5657	QQQ42			297910
5656	QQQ32			178746
5655	JJJAK			36998113
5654	JJJAQ			30998419
5653	JJJAT			22998827
5652	JJJA9			18999031
5651	JJJA8			16999133
5650	JJJA7			12999337
5649	JJJA6			10999439
5648	JJJA5			6999643
5647	JJJA4			4999745
5646	JJJA3			2999847
5645	JJJA2			1999898
5644	JJJKQ			27974183
5643	JJJKT			20755039
5642	JJJK9			17145467
5641	JJJK8			15340681
5640	JJJK7			11731109
5639	JJJK6			9926323
5638	JJJK5			6316751
5637	JJJK4			4511965
5636	JJJK3			2707179
5635	JJJK2			1804786
5634	JJJQT			17389357
5633	JJJQ9			14365121
5632	JJJQ8			12853003
5631	JJJQ7			9828767
5630	JJJQ6			8316649
5629	JJJQ5			5292413
5628	JJJQ4			3780295
5627	JJJQ3			2268177
5626	JJJQ2			1512118
5625	JJJT9			10657993
5624	JJJT8			9536099
5623	JJJT7			7292311
5622	JJJT6			6170417
5621	JJJT5			3926629
5620	JJJT4			2804735
5619	JJJT3			1682841
5618	JJJT2			1121894
5617	JJJ98			7877647
5616	JJJ97			6024083
5615	JJJ96			5097301
5614	JJJ95			3243737
5613	JJJ94			2316955
5612	JJJ93			1390173
5611	JJJ92			926782
5610	JJJ87			5389969
5609	JJJ86			4560743
5608	JJJ85			2902291
5607	JJJ84			2073065
5606	JJJ83			1243839
5605	JJJ82			829226
5604	JJJ76			3487627
5603	JJJ75			2219399
5602	JJJ74			1585285
5601	JJJ73			951171
5600	JJJ72			634114
5599	JJJ65			1877953
5598	JJJ64			1341395
5597	JJJ63			804837
5596	JJJ62			536558
5595	JJJ54			853615
5594	JJJ53			512169
5593	JJJ52			341446
5592	JJJ43			365835
5591	JJJ42			243890
5590	JJJ32			146334
5589	TTTAK			18457339
5588	TTTAQ			15464257
5587	TTTAJ			14466563
5586	TTTA9			9478093
5585	TTTA8			8480399
5584	TTTA7			6485011
5583	TTTA6			5487317
5582	TTTA5			3491929
5581	TTTA4			2494235
5580	TTTA3			1496541
5579	TTTA2			997694
5578	TTTKQ			13955549
5577	TTTKJ			13055191
5576	TTTK9			8553401
5575	TTTK8			7653043
5574	TTTK7			5852327
5573	TTTK6			4951969
5572	TTTK5			3151253
5571	TTTK4			2250895
5570	TTTK3			1350537
5569	TTTK2			900358
5568	TTTQJ			10938133
5567	TTTQ9			7166363
5566	TTTQ8			6412009
5565	TTTQ7			4903301
5564	TTTQ6			4148947
5563	TTTQ5			2640239
5562	TTTQ4			1885885
5561	TTTQ3			1131531
5560	TTTQ2			754354
5559	TTTJ9			6704017
5558	TTTJ8			5998331
5557	TTTJ7			4586959
5556	TTTJ6			3881273
5555	TTTJ5			2469901
5554	TTTJ4			1764215
5553	TTTJ3			1058529
5552	TTTJ2			705686
5551	TTT98			3929941
5550	TTT97			3005249
5549	TTT96			2542903
5548	TTT95			1618211
5547	TTT94			1155865
5546	TTT93			693519
5545	TTT92			462346
5544	TTT87			2688907
5543	TTT86			2275229
5542	TTT85			1447873
5541	TTT84			1034195
5540	TTT83			620517
5539	TTT82			413678
5538	TTT76			1739881
5537	TTT75			1107197
5536	TTT74			790855
5535	TTT73			474513
5534	TTT72			316342
5533	TTT65			936859
5532	TTT64			669185
5531	TTT63			401511
5530	TTT62			267674
5529	TTT54			425845
5528	TTT53			255507
5527	TTT52			170338
5526	TTT43			182505
5525	TTT42			121670
5524	TTT32			73002
5523	999AK			10405103
5522	999AQ			8717789
5521	999AJ			8155351
5520	999AT			6468037
5519	999A8			4780723
5518	999A7			3655847
5517	999A6			3093409
5516	999A5			1968533
5515	999A4			1406095
5514	999A3			843657
5513	999A2			562438
5512	999KQ			7867273
5511	999KJ			7359707
5510	999KT			5837009
5509	999K8			4314311
5508	999K7			3299179
5507	999K6			2791613
5506	999K5			1776481
5505	999K4			1268915
5504	999K3			761349
5503	999K2			507566
5502	999QJ			6166241
5501	999QT			4890467
5500	999Q8			3614693
5499	999Q7			2764177
5498	999Q6			2338919
5497	999Q5			1488403
5496	999Q4			1063145
5495	999Q3			637887
5494	999Q2			425258
5493	999JT			4574953
5492	999J8			3381487
5491	999J7			2585843
5490	999J6			2188021
5489	999J5			1392377
5488	999J4			994555
5487	999J3			596733
5486	999J2			397822
5485	999T8			2681869
5484	999T7			2050841
5483	999T6			1735327
5482	999T5			1104299
5481	999T4			788785
5480	999T3			473271
5479	999T2			315514
5478	99987			1515839
5477	99986			1282633
5476	99985			816221
5475	99984			583015
5474	99983			349809
5473	99982			233206
5472	99976			980837
5471	99975			624169
5470	99974			445835
5469	99973			267501
5468	99972			178334
5467	99965			528143
5466	99964			377245
5465	99963			226347
5464	99962			150898
5463	99954			240065
5462	99953			144039
5461	99952			96026
5460	99943			102885
5459	99942			68590
5458	99932			41154
5457	888AK			7453021
5456	888AQ			6244423
5455	888AJ			5841557
5454	888AT			4632959
5453	888A9			3827227
5452	888A7			2618629
5451	888A6			2215763
5450	888A5			1410031
5449	888A4			1007165
5448	888A3			604299
5447	888A2			402866
5446	888KQ			5635211
5445	888KJ			5271649
5444	888KT			4180963
5443	888K9			3453839
5442	888K7			2363153
5441	888K6			1999591
5440	888K5			1272467
5439	888K4			908905
5438	888K3			545343
5437	888K2			363562
5436	888QJ			4416787
5435	888QT			3502969
5434	888Q9			2893757
5433	888Q7			1979939
5432	888Q6			1675333
5431	888Q5			1066121
5430	888Q4			761515
5429	888Q3			456909
5428	888Q2			304606
5427	888JT			3276971
5426	888J9			2707063
5425	888J7			1852201
5424	888J6			1567247
5423	888J5			997339
5422	888J4			712385
5421	888J3			427431
5420	888J2			284954
5419	888T9			2146981
5418	888T7			1468987
5417	888T6			1242989
5416	888T5			790993
5415	888T4			564995
5414	888T3			338997
5413	888T2			225998
5412	88897			1213511
5411	88896			1026817
5410	88895			653429
5409	88894			466735
5408	88893			280041
5407	88892			186694
5406	88876			702559
5405	88875			447083
5404	88874			319345
5403	88873			191607
5402	88872			127738
5401	88865			378301
5400	88864			270215
5399	88863			162129
5398	88862			108086
5397	88854			171955
5396	88853			103173
5395	88852			68782
5394	88843			73695
5393	88842			49130
5392	88832			29478
5391	777AK			3332849
5390	777AQ			2792387
5389	777AJ			2612233
5388	777AT			2071771
5387	777A9			1711463
5386	777A8			1531309
5385	777A6			990847
5384	777A5			630539
5383	777A4			450385
5382	777A3			270231
5381	777A2			180154
5380	777KQ			2519959
5379	777KJ			2357381
5378	777KT			1869647
5377	777K9			1544491
5376	777K8			1381913
5375	777K6			894179
5374	777K5			569023
5373	777K4			406445
5372	777K3			243867
5371	777K2			162578
5370	777QJ			1975103
5369	777QT			1566461
5368	777Q9			1294033
5367	777Q8			1157819
5366	777Q6			749177
5365	777Q5			476749
5364	777Q4			340535
5363	777Q3			204321
5362	777Q2			136214
5361	777JT			1465399
5360	777J9			1210547
5359	777J8			1083121
5358	777J6			700843
5357	777J5			445991
5356	777J4			318565
5355	777J3			191139
5354	777J2			127426
5353	777T9			960089
5352	777T8			859027
5351	777T6			555841
5350	777T5			353717
5349	777T4			252655
5348	777T3			151593
5347	777T2			101062
5346	77798			709631
5345	77796			459173
5344	77795			292201
5343	77794			208715
5342	77793			125229
5341	77792			83486
5340	77786			410839
5339	77785			261443
5338	77784			186745
5337	77783			112047
5336	77782			74698
5335	77765			169169
5334	77764			120835
5333	77763			72501
5332	77762			48334
5331	77754			76895
5330	77753			46137
5329	77752			30758
5328	77743			32955
5327	77742			21970
5326	77732			13182
5325	666AK			2019127
5324	666AQ			1691701
5323	666AJ			1582559
5322	666AT			1255133
5321	666A9			1036849
5320	666A8			927707
5319	666A7			709423
5318	666A5			381997
5317	666A4			272855
5316	666A3			163713
5315	666A2			109142
5314	666KQ			1526657
5313	666KJ			1428163
5312	666KT			1132681
5311	666K9			935693
5310	666K8			837199
5309	666K7			640211
5308	666K5			344729
5307	666K4			246235
5306	666K3			147741
5305	666K2			98494
5304	666QJ			1196569
5303	666QT			949003
5302	666Q9			783959
5301	666Q8			701437
5300	666Q7			536393
5299	666Q5			288827
5298	666Q4			206305
5297	666Q3			123783
5296	666Q2			82522
5295	666JT			887777
5294	666J9			733381
5293	666J8			656183
5292	666J7			501787
5291	666J5			270193
5290	666J4			192995
5289	666J3			115797
5288	666J2			77198
5287	666T9			581647
5286	666T8			520421
5285	666T7			397969
5284	666T5			214291
5283	666T4			153065
5282	666T3			91839
5281	666T2			61226
5280	66698			429913
5279	66697			328757
5278	66695			177023
5277	66694			126445
5276	66693			75867
5275	66692			50578
5274	66687			294151
5273	66685			158389
5272	66684			113135
5271	66683			67881
5270	66682			45254
5269	66675			121121
5268	66674			86515
5267	66673			51909
5266	66672			34606
5265	66654			46585
5264	66653			27951
5263	66652			18634
5262	66643			19965
5261	66642			13310
5260	66632			7986
5259	555AK			520331
5258	555AQ			435953
5257	555AJ			407827
5256	555AT			323449
5255	555A9			267197
5254	555A8			239071
5253	555A7			182819
5252	555A6			154693
5251	555A4			70315
5250	555A3			42189
5249	555A2			28126
5248	555KQ			393421
5247	555KJ			368039
5246	555KT			291893
5245	555K9			241129
5244	555K8			215747
5243	555K7			164983
5242	555K6			139601
5241	555K4			63455
5240	555K3			38073
5239	555K2			25382
5238	555QJ			308357
5237	555QT			244559
5236	555Q9			202027
5235	555Q8			180761
5234	555Q7			138229
5233	555Q6			116963
5232	555Q4			53165
5231	555Q3			31899
5230	555Q2			21266
5229	555JT			228781
5228	555J9			188993
5227	555J8			169099
5226	555J7			129311
5225	555J6			109417
5224	555J4			49735
5223	555J3			29841
5222	555J2			19894
5221	555T9			149891
5220	555T8			134113
5219	555T7			102557
5218	555T6			86779
5217	555T4			39445
5216	555T3			23667
5215	555T2			15778
5214	55598			110789
5213	55597			84721
5212	55596			71687
5211	55594			32585
5210	55593			19551
5209	55592			13034
5208	55587			75803
5207	55586			64141
5206	55584			29155
5205	55583			17493
5204	55582			11662
5203	55576			49049
5202	55574			22295
5201	55573			13377
5200	55572			8918
5199	55564			18865
5198	55563			11319
5197	55562			7546
5196	55543			5145
5195	55542			3430
5194	55532			2058
5193	444AK			189625
5192	444AQ			158875
5191	444AJ			148625
5190	444AT			117875
5189	444A9			97375
5188	444A8			87125
5187	444A7			66625
5186	444A6			56375
5185	444A5			35875
5184	444A3			15375
5183	444A2			10250
5182	444KQ			143375
5181	444KJ			134125
5180	444KT			106375
5179	444K9			87875
5178	444K8			78625
5177	444K7			60125
5176	444K6			50875
5175	444K5			32375
5174	444K3			13875
5173	444K2			9250
5172	444QJ			112375
5171	444QT			89125
5170	444Q9			73625
5169	444Q8			65875
5168	444Q7			50375
5167	444Q6			42625
5166	444Q5			27125
5165	444Q3			11625
5164	444Q2			7750
5163	444JT			83375
5162	444J9			68875
5161	444J8			61625
5160	444J7			47125
5159	444J6			39875
5158	444J5			25375
5157	444J3			10875
5156	444J2			7250
5155	444T9			54625
5154	444T8			48875
5153	444T7			37375
5152	444T6			31625
5151	444T5			20125
5150	444T3			8625
5149	444T2			5750
5148	44498			40375
5147	44497			30875
5146	44496			26125
5145	44495			16625
5144	44493			7125
5143	44492			4750
5142	44487			27625
5141	44486			23375
5140	44485			14875
5139	44483			6375
5138	44482			4250
5137	44476			17875
5136	44475			11375
5135	44473			4875
5134	44472			3250
5133	44465			9625
5132	44463			4125
5131	44462			2750
5130	44453			2625
5129	44452			1750
5128	44432			750
5127	333AK			40959
5126	333AQ			34317
5125	333AJ			32103
5124	333AT			25461
5123	333A9			21033
5122	333A8			18819
5121	333A7			14391
5120	333A6			12177
5119	333A5			7749
5118	333A4			5535
5117	333A2			2214
5116	333KQ			30969
5115	333KJ			28971
5114	333KT			22977
5113	333K9			18981
5112	333K8			16983
5111	333K7			12987
5110	333K6			10989
5109	333K5			6993
5108	333K4			4995
5107	333K2			1998
5106	333QJ			24273
5105	333QT			19251
5104	333Q9			15903
5103	333Q8			14229
5102	333Q7			10881
5101	333Q6			9207
5100	333Q5			5859
5099	333Q4			4185
5098	333Q2			1674
5097	333JT			18009
5096	333J9			14877
5095	333J8			13311
5094	333J7			10179
5093	333J6			8613
5092	333J5			5481
5091	333J4			3915
5090	333J2			1566
5089	333T9			11799
5088	333T8			10557
5087	333T7			8073
5086	333T6			6831
5085	333T5			4347
5084	333T4			3105
5083	333T2			1242
5082	33398			8721
5081	33397			6669
5080	33396			5643
5079	33395			3591
5078	33394			2565
5077	33392			1026
5076	33387			5967
5075	33386			5049
5074	33385			3213
5073	33384			2295
5072	33382			918
5071	33376			3861
5070	33375			2457
5069	33374			1755
5068	33372			702
5067	33365			2079
5066	33364			1485
5065	33362			594
5064	33354			945
5063	33352			378
5062	33342			270
5061	222AK			12136
5060	222AQ			10168
5059	222AJ			9512
5058	222AT			7544
5057	222A9			6232
5056	222A8			5576
5055	222A7			4264
5054	222A6			3608
5053	222A5			2296
5052	222A4			1640
5051	222A3			984
5050	222KQ			9176
5049	222KJ			8584
5048	222KT			6808
5047	222K9			5624
5046	222K8			5032
5045	222K7			3848
5044	222K6			3256
5043	222K5			2072
5042	222K4			1480
5041	222K3			888
5040	222QJ			7192
5039	222QT			5704
5038	222Q9			4712
5037	222Q8			4216
5036	222Q7			3224
5035	222Q6			2728
5034	222Q5			1736
5033	222Q4			1240
5032	222Q3			744
5031	222JT			5336
5030	222J9			4408
5029	222J8			3944
5028	222J7			3016
5027	222J6			2552
5026	222J5			1624
5025	222J4			1160
5024	222J3			696
5023	222T9			3496
5022	222T8			3128
5021	222T7			2392
5020	222T6			2024
5019	222T5			1288
5018	222T4			920
5017	222T3			552
5016	22298			2584
5015	22297			1976
5014	22296			1672
5013	22295			1064
5012	22294			760
5011	22293			456
5010	22287			1768
5009	22286			1496
5008	22285			952
5007	22284			680
5006	22283			408
5005	22276			1144
5004	22275			728
5003	22274			520
5002	22273			312
5001	22265			616
5000	22264			440
4999	22263			264
4998	22254			280
4997	22253			168
4996	22243			120
4995	AAKKQ			71339959
4994	AAKKJ			66737381
4993	AAKKT			52929647
4992	AAKK9			43724491
4991	AAKK8			39121913
4990	AAKK7			29916757
4989	AAKK6			25314179
4988	AAKK5			16109023
4987	AAKK4			11506445
4986	AAKK3			6903867
4985	AAKK2			4602578
4984	AAQQK			59771317
4983	AAQQJ			46847789
4982	AAQQT			37155143
4981	AAQQ9			30693379
4980	AAQQ8			27462497
4979	AAQQ7			21000733
4978	AAQQ6			17769851
4977	AAQQ5			11308087
4976	AAQQ4			8077205
4975	AAQQ3			4846323
4974	AAQQ2			3230882
4973	AAJJK			52307677
4972	AAJJQ			43825351
4971	AAJJT			32515583
4970	AAJJ9			26860699
4969	AAJJ8			24033257
4968	AAJJ7			18378373
4967	AAJJ6			15550931
4966	AAJJ5			9896047
4965	AAJJ4			7068605
4964	AAJJ3			4241163
4963	AAJJ2			2827442
4962	AATTK			32902213
4961	AATTQ			27566719
4960	AATTJ			25788221
4959	AATT9			16895731
4958	AATT8			15117233
4957	AATT7			11560237
4956	AATT6			9781739
4955	AATT5			6224743
4954	AATT4			4446245
4953	AATT3			2667747
4952	AATT2			1778498
4951	AA99K			22453117
4950	AA99Q			18812071
4949	AA99J			17598389
4948	AA99T			13957343
4947	AA998			10316297
4946	AA997			7888933
4945	AA996			6675251
4944	AA995			4247887
4943	AA994			3034205
4942	AA993			1820523
4941	AA992			1213682
4940	AA88K			17974933
4939	AA88Q			15060079
4938	AA88J			14088461
4937	AA88T			11173607
4936	AA889			9230371
4935	AA887			6315517
4934	AA886			5343899
4933	AA885			3400663
4932	AA884			2429045
4931	AA883			1457427
4930	AA882			971618
